Unnamed: 0,discussion,is_moderator,response
233," You should wait for others to write an article about subjects in which you are personally involved. This applies to articles about you, your achievements, your band, your business, your publications, your website, your relatives, and any other possible conflict of interest.
Creating an article about yourself is ''strongly'' discouraged. If you create such an article, it might be listed on articles for deletion. Deletion is not certain, but many feel strongly that you should not ''start'' articles about yourself. This is because independent creation encourages independent validation of both significance and verifiability. All edits to articles must conform to Wikipedia:No original research, Wikipedia:Neutral point of view, and Wikipedia:Verifiability.
If you are not ""notable"" under Wikipedia guidelines, creating an article about yourself may violate the policy that Wikipedia is not a personal webspace provider and would thus qualify for speedy deletion.  If your achievements, etc., are verifiable and genuinely notable, and thus suitable for inclusion in Wikipedia, someone else will probably create an article about you sooner or later. (See Wikipedia:Wikipedians with articles.)   ",0.0,1
234,"This is an automated message from .  I have performed a search with the contents of Mervan Çelik, and it appears to be very similar to another Wikipedia page: Mervan Celik.  It is possible that you have accidentally duplicated contents, or made an error while creating the page— you might want to look at the pages and see if that is the case. If you are intentionally trying to rename an article, please see Help:Moving a page for instructions on how to do this without copying and pasting. If you are trying to move or copy content from one article to a different one, please see Wikipedia:Copying within Wikipedia and be sure you have acknowledged the duplication of material in an edit summary to preserve attribution history.
It is possible that the bot is confused and found similarity where none actually exists. If that is the case, you can remove the tag from the article.  ",0.0,1
235,September 2010,0.0,1
236, January 2009 ,0.0,"Comment:
""This is just another example of how the government is trying to control our lives"
237," Hello, and welcome to Wikipedia. This is a message letting you know that one or more of your recent edits to Alloa Academy has been undone by an automated computer program called .

 ClueBot NG makes very few , but it does happen. If you believe the change you made was constructive, please , [ report it here], remove this message from your talk page, and then make the edit again.
 For help, take a look at the introduction.
 The following is the log entry regarding this message: Alloa Academy was changed by    ANN scored at 0.883173 on 2016-03-16T23:07:22+00:00 .
Thank you.   ",0.0,1
238," Hello, I'm . I wanted to let you know that one or more of  to Nina Bawden has been undone because it did not appear constructive. If you would like to experiment, please use the sandbox. If you think I made a mistake, or if you have any questions, you can leave me a message on .    
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
239, I disliked the current structure myself (with no clear reason). Please take a look at  to see if there is anything useful there. (  ),0.0,1
240,"I bet you there's a Wikipedia editor already on at least one of the teams which is working on the bridge.  Bet they've already crossed it, too. -) -  ",0.0,1
241,What's wrong with 'Next'? It conforms with WP:COMMONNAME.  ,0.0,1
242," Hello, I'm . I wanted to let you know that I undid one or more of  to Gålå because it didn't appear constructive. If you think I made a mistake, or if you have any questions, you can leave me a message on .    —  
''If this is a shared IP address, and you did not make the edits, consider creating an account for yourself so you can avoid further irrelevant notices.''",0.0,1
243,"Yeah, I remember just assume that it wasn't an Audi 100 from looking at a picture once. Should I cite the above in the page?  ",0.0,1
244," Hello, and welcome to Wikipedia. Everyone is welcome to make constructive contributions to Wikipedia, but at least one of your recent edits, such as the one you made to Phototropism, did not appear to be constructive and has been '''automatically reverted''' (undone) by .
 Please use the sandbox for any test edits you would like to make, and take a look at the welcome page to learn more about contributing to this encyclopedia. Note that human editors do monitor recent changes to Wikipedia articles, and administrators have the ability to block users from editing if they repeatedly engage in vandalism.
 ClueBot NG produces very few , but it does happen. If you believe the change you made should not have been detected as unconstructive, please , [ report it here], remove this warning from your talk page, and then make the edit again.
 The following is the log entry regarding this warning: Phototropism was changed by    ANN scored at 0.939863 on 2011-09-25T15:26:55+00:00 . Thank you.   ",0.0,1
